Time,InNum,OutNum,Station
2023/4/16 6:45,,,B
2023/4/16 7:00,,,B
2023/4/16 7:15,,,B
2023/4/16 7:30,,,B
2023/4/16 7:45,,,B
2023/4/16 8:00,,,B
2023/4/16 8:15,,,B
2023/4/16 8:30,,,B
2023/4/16 8:45,,,B
2023/4/16 9:00,,,B
2023/4/16 9:15,,,B
2023/4/16 9:30,,,B
2023/4/16 9:45,,,B
2023/4/16 10:00,,,B
2023/4/16 10:15,,,B
2023/4/16 10:30,,,B
2023/4/16 10:45,,,B
2023/4/16 11:00,,,B
2023/4/16 11:15,,,B
2023/4/16 11:30,,,B
2023/4/16 11:45,,,B
2023/4/16 12:00,,,B
2023/4/16 12:15,,,B
2023/4/16 12:30,,,B
2023/4/16 12:45,,,B
2023/4/16 13:00,,,B
2023/4/16 13:15,,,B
2023/4/16 13:30,,,B
2023/4/16 13:45,,,B
2023/4/16 14:00,,,B
2023/4/16 14:15,,,B
2023/4/16 14:30,,,B
2023/4/16 14:45,,,B
2023/4/16 15:00,,,B
2023/4/16 15:15,,,B
2023/4/16 15:30,,,B
2023/4/16 15:45,,,B
2023/4/16 16:00,,,B
2023/4/16 16:15,,,B
2023/4/16 16:30,,,B
2023/4/16 16:45,,,B
2023/4/16 17:00,,,B
2023/4/16 17:15,,,B
2023/4/16 17:30,,,B
2023/4/16 17:45,,,B
2023/4/16 18:00,,,B
2023/4/16 18:15,,,B
2023/4/16 18:30,,,B
2023/4/16 18:45,,,B
2023/4/16 19:00,,,B
2023/4/16 19:15,,,B
2023/4/16 19:30,,,B
2023/4/16 19:45,,,B
2023/4/16 20:00,,,B
2023/4/16 20:15,,,B
2023/4/16 20:30,,,B
2023/4/16 20:45,,,B
2023/4/16 21:00,,,B
2023/4/16 21:15,,,B
2023/4/16 21:30,,,B
2023/4/16 21:45,,,B
2023/4/16 22:00,,,B
2023/4/16 22:15,,,B
2023/4/16 22:30,,,B
2023/4/16 22:45,,,B
2023/4/16 23:00,,,B
2023/4/16 23:15,,,B
2023/4/16 23:30,,,B
2023/4/16 23:45,,,B
2023/4/16 0:00,,,C
2023/4/16 0:15,,,C
2023/4/16 0:30,,,C
2023/4/16 0:45,,,C
2023/4/16 1:00,,,C
2023/4/16 1:15,,,C
2023/4/16 1:30,,,C
2023/4/16 1:45,,,C
2023/4/16 2:00,,,C
2023/4/16 2:15,,,C
2023/4/16 2:30,,,C
2023/4/16 2:45,,,C
2023/4/16 3:00,,,C
2023/4/16 3:15,,,C
2023/4/16 3:30,,,C
2023/4/16 3:45,,,C
2023/4/16 4:00,,,C
2023/4/16 4:15,,,C
2023/4/16 4:30,,,C
2023/4/16 4:45,,,C
2023/4/16 5:00,,,C
2023/4/16 5:15,,,C
2023/4/16 5:30,,,C
2023/4/16 5:45,,,C
2023/4/16 6:00,,,C
2023/4/16 6:15,,,C
2023/4/16 6:30,,,C
2023/4/16 6:45,,,C
2023/4/16 7:00,,,C
2023/4/16 7:15,,,C
2023/4/16 7:30,,,C
2023/4/16 7:45,,,C
2023/4/16 8:00,,,C
2023/4/16 8:15,,,C
2023/4/16 8:30,,,C
2023/4/16 8:45,,,C
2023/4/16 9:00,,,C
2023/4/16 9:15,,,C
2023/4/16 9:30,,,C
2023/4/16 9:45,,,C
2023/4/16 10:00,,,C
2023/4/16 10:15,,,C
2023/4/16 10:30,,,C
2023/4/16 10:45,,,C
2023/4/16 11:00,,,C
2023/4/16 11:15,,,C
2023/4/16 11:30,,,C
2023/4/16 11:45,,,C
2023/4/16 12:00,,,C
2023/4/16 12:15,,,C
2023/4/16 12:30,,,C
2023/4/16 12:45,,,C
2023/4/16 13:00,,,C
2023/4/16 13:15,,,C
2023/4/16 13:30,,,C
2023/4/16 13:45,,,C
2023/4/16 14:00,,,C
2023/4/16 14:15,,,C
2023/4/16 14:30,,,C
2023/4/16 14:45,,,C
2023/4/16 15:00,,,C
2023/4/16 15:15,,,C
2023/4/16 15:30,,,C
2023/4/16 15:45,,,C
2023/4/16 16:00,,,C
2023/4/16 16:15,,,C
2023/4/16 16:30,,,C
2023/4/16 16:45,,,C
2023/4/16 17:00,,,C
2023/4/16 17:15,,,C
2023/4/16 17:30,,,C
2023/4/16 17:45,,,C
2023/4/16 18:00,,,C
2023/4/16 18:15,,,C
2023/4/16 18:30,,,C
2023/4/16 18:45,,,C
2023/4/16 19:00,,,C
2023/4/16 19:15,,,C
2023/4/16 19:30,,,C
2023/4/16 19:45,,,C
2023/4/16 20:00,,,C
2023/4/16 20:15,,,C
2023/4/16 20:30,,,C
2023/4/16 20:45,,,C
2023/4/16 21:00,,,C
2023/4/16 21:15,,,C
2023/4/16 21:30,,,C
2023/4/16 21:45,,,C
2023/4/16 22:00,,,C
2023/4/16 22:15,,,C
2023/4/16 22:30,,,C
2023/4/16 22:45,,,C
2023/4/16 23:00,,,C
2023/4/16 23:15,,,C
2023/4/16 23:30,,,C
2023/4/16 23:45,,,C
2023/4/16 0:00,,,D
2023/4/16 0:15,,,D
2023/4/16 0:30,,,D
2023/4/16 0:45,,,D
2023/4/16 1:00,,,D
2023/4/16 1:15,,,D
2023/4/16 1:30,,,D
2023/4/16 1:45,,,D
2023/4/16 2:00,,,D
2023/4/16 2:15,,,D
2023/4/16 2:30,,,D
2023/4/16 2:45,,,D
2023/4/16 3:00,,,D
2023/4/16 3:15,,,D
2023/4/16 3:30,,,D
2023/4/16 3:45,,,D
2023/4/16 4:00,,,D
2023/4/16 4:15,,,D
2023/4/16 4:30,,,D
2023/4/16 4:45,,,D
2023/4/16 5:00,,,D
2023/4/16 5:15,,,D
2023/4/16 5:30,,,D
2023/4/16 5:45,,,D
2023/4/16 6:00,,,D
2023/4/16 6:15,,,D
2023/4/16 6:30,,,D
2023/4/16 6:45,,,D
2023/4/16 7:00,,,D
2023/4/16 7:15,,,D
2023/4/16 7:30,,,D
2023/4/16 7:45,,,D
2023/4/16 8:00,,,D
2023/4/16 8:15,,,D
2023/4/16 8:30,,,D
2023/4/16 8:45,,,D
2023/4/16 9:00,,,D
2023/4/16 9:15,,,D
2023/4/16 9:30,,,D
2023/4/16 9:45,,,D
2023/4/16 10:00,,,D
2023/4/16 10:15,,,D
2023/4/16 10:30,,,D
2023/4/16 10:45,,,D
2023/4/16 11:00,,,D
2023/4/16 11:15,,,D
2023/4/16 11:30,,,D
2023/4/16 11:45,,,D
2023/4/16 12:00,,,D
2023/4/16 12:15,,,D
2023/4/16 12:30,,,D
2023/4/16 12:45,,,D
2023/4/16 13:00,,,D
2023/4/16 13:15,,,D
2023/4/16 13:30,,,D
2023/4/16 13:45,,,D
2023/4/16 14:00,,,D
2023/4/16 14:15,,,D
2023/4/16 14:30,,,D
2023/4/16 14:45,,,D
2023/4/16 15:00,,,D
2023/4/16 15:15,,,D
2023/4/16 15:30,,,D
2023/4/16 15:45,,,D
2023/4/16 16:00,,,D
2023/4/16 16:15,,,D
2023/4/16 16:30,,,D
2023/4/16 16:45,,,D
2023/4/16 17:00,,,D
2023/4/16 17:15,,,D
2023/4/16 17:30,,,D
2023/4/16 17:45,,,D
2023/4/16 18:00,,,D
2023/4/16 18:15,,,D
2023/4/16 18:30,,,D
2023/4/16 18:45,,,D
2023/4/16 19:00,,,D
2023/4/16 19:15,,,D
2023/4/16 19:30,,,D
2023/4/16 19:45,,,D
2023/4/16 20:00,,,D
2023/4/16 20:15,,,D
2023/4/16 20:30,,,D
2023/4/16 20:45,,,D
2023/4/16 21:00,,,D
2023/4/16 21:15,,,D
2023/4/16 21:30,,,D
2023/4/16 21:45,,,D
2023/4/16 22:00,,,D
2023/4/16 22:15,,,D
2023/4/16 22:30,,,D
2023/4/16 22:45,,,D
2023/4/16 23:00,,,D
2023/4/16 23:15,,,D
2023/4/16 23:30,,,D
2023/4/16 23:45,,,D
2023/4/16 0:00,,,E
2023/4/16 0:15,,,E
2023/4/16 0:30,,,E
2023/4/16 0:45,,,E
2023/4/16 1:00,,,E
2023/4/16 1:15,,,E
2023/4/16 1:30,,,E
2023/4/16 1:45,,,E
2023/4/16 2:00,,,E
2023/4/16 2:15,,,E
2023/4/16 2:30,,,E
2023/4/16 2:45,,,E
2023/4/16 3:00,,,E
2023/4/16 3:15,,,E
2023/4/16 3:30,,,E
2023/4/16 3:45,,,E
2023/4/16 4:00,,,E
2023/4/16 4:15,,,E
2023/4/16 4:30,,,E
2023/4/16 4:45,,,E
2023/4/16 5:00,,,E
2023/4/16 5:15,,,E
2023/4/16 5:30,,,E
2023/4/16 5:45,,,E
2023/4/16 6:00,,,E
2023/4/16 6:15,,,E
2023/4/16 6:30,,,E
2023/4/16 6:45,,,E
2023/4/16 7:00,,,E
2023/4/16 7:15,,,E
2023/4/16 7:30,,,E
2023/4/16 7:45,,,E
2023/4/16 8:00,,,E
2023/4/16 8:15,,,E
2023/4/16 8:30,,,E
2023/4/16 8:45,,,E
2023/4/16 9:00,,,E
2023/4/16 9:15,,,E
2023/4/16 9:30,,,E
2023/4/16 9:45,,,E
2023/4/16 10:00,,,E
2023/4/16 10:15,,,E
2023/4/16 10:30,,,E
2023/4/16 10:45,,,E
2023/4/16 11:00,,,E
2023/4/16 11:15,,,E
2023/4/16 11:30,,,E
2023/4/16 11:45,,,E
2023/4/16 12:00,,,E
2023/4/16 12:15,,,E
2023/4/16 12:30,,,E
2023/4/16 12:45,,,E
2023/4/16 13:00,,,E
2023/4/16 13:15,,,E
2023/4/16 13:30,,,E
2023/4/16 13:45,,,E
2023/4/16 14:00,,,E
2023/4/16 14:15,,,E
2023/4/16 14:30,,,E
2023/4/16 14:45,,,E
2023/4/16 15:00,,,E
2023/4/16 15:15,,,E
2023/4/16 15:30,,,E
2023/4/16 15:45,,,E
2023/4/16 16:00,,,E
2023/4/16 16:15,,,E
2023/4/16 16:30,,,E
2023/4/16 16:45,,,E
2023/4/16 17:00,,,E
2023/4/16 17:15,,,E
2023/4/16 17:30,,,E
2023/4/16 17:45,,,E
2023/4/16 18:00,,,E
2023/4/16 18:15,,,E
2023/4/16 18:30,,,E
2023/4/16 18:45,,,E
2023/4/16 19:00,,,E
2023/4/16 19:15,,,E
2023/4/16 19:30,,,E
2023/4/16 19:45,,,E
2023/4/16 20:00,,,E
2023/4/16 20:15,,,E
2023/4/16 20:30,,,E
2023/4/16 20:45,,,E
2023/4/16 21:00,,,E
2023/4/16 21:15,,,E
2023/4/16 21:30,,,E
2023/4/16 21:45,,,E
2023/4/16 22:00,,,E
2023/4/16 22:15,,,E
2023/4/16 22:30,,,E
2023/4/16 22:45,,,E
2023/4/16 23:00,,,E
2023/4/16 23:15,,,E
2023/4/16 23:30,,,E
2023/4/16 23:45,,,E
2023/4/16 0:00,,,F
2023/4/16 0:15,,,F
2023/4/16 0:30,,,F
2023/4/16 0:45,,,F
2023/4/16 1:00,,,F
2023/4/16 1:15,,,F
2023/4/16 1:30,,,F
2023/4/16 1:45,,,F
2023/4/16 2:00,,,F
2023/4/16 2:15,,,F
2023/4/16 2:30,,,F
2023/4/16 2:45,,,F
2023/4/16 3:00,,,F
2023/4/16 3:15,,,F
2023/4/16 3:30,,,F
2023/4/16 3:45,,,F
2023/4/16 4:00,,,F
2023/4/16 4:15,,,F
2023/4/16 4:30,,,F
2023/4/16 4:45,,,F
2023/4/16 5:00,,,F
2023/4/16 5:15,,,F
2023/4/16 5:30,,,F
2023/4/16 5:45,,,F
2023/4/16 6:00,,,F
2023/4/16 6:15,,,F
2023/4/16 6:30,,,F
2023/4/16 6:45,,,F
2023/4/16 7:00,,,F
2023/4/16 7:15,,,F
2023/4/16 7:30,,,F
2023/4/16 7:45,,,F
2023/4/16 8:00,,,F
2023/4/16 8:15,,,F
2023/4/16 8:30,,,F
2023/4/16 8:45,,,F
2023/4/16 9:00,,,F
2023/4/16 9:15,,,F
2023/4/16 9:30,,,F
2023/4/16 9:45,,,F
2023/4/16 10:00,,,F
2023/4/16 10:15,,,F
2023/4/16 10:30,,,F
2023/4/16 10:45,,,F
2023/4/16 11:00,,,F
2023/4/16 11:15,,,F
2023/4/16 11:30,,,F
2023/4/16 11:45,,,F
2023/4/16 12:00,,,F
2023/4/16 12:15,,,F
2023/4/16 12:30,,,F
2023/4/16 12:45,,,F
2023/4/16 13:00,,,F
2023/4/16 13:15,,,F
2023/4/16 13:30,,,F
2023/4/16 13:45,,,F
2023/4/16 14:00,,,F
2023/4/16 14:15,,,F
2023/4/16 14:30,,,F
2023/4/16 14:45,,,F
2023/4/16 15:00,,,F
2023/4/16 15:15,,,F
2023/4/16 15:30,,,F
2023/4/16 15:45,,,F
2023/4/16 16:00,,,F
2023/4/16 16:15,,,F
2023/4/16 16:30,,,F
2023/4/16 16:45,,,F
2023/4/16 17:00,,,F
2023/4/16 17:15,,,F
2023/4/16 17:30,,,F
2023/4/16 17:45,,,F
2023/4/16 18:00,,,F
2023/4/16 18:15,,,F
2023/4/16 18:30,,,F
2023/4/16 18:45,,,F
2023/4/16 19:00,,,F
2023/4/16 19:15,,,F
2023/4/16 19:30,,,F
2023/4/16 19:45,,,F
2023/4/16 20:00,,,F
2023/4/16 20:15,,,F
2023/4/16 20:30,,,F
2023/4/16 20:45,,,F
2023/4/16 21:00,,,F
2023/4/16 21:15,,,F
2023/4/16 21:30,,,F
2023/4/16 21:45,,,F
2023/4/16 22:00,,,F
2023/4/16 22:15,,,F
2023/4/16 22:30,,,F
2023/4/16 22:45,,,F
2023/4/16 23:00,,,F
2023/4/16 23:15,,,F
2023/4/16 23:30,,,F
2023/4/16 23:45,,,F
2023/4/16 0:00,,,G
2023/4/16 0:15,,,G
2023/4/16 0:30,,,G
2023/4/16 0:45,,,G
2023/4/16 1:00,,,G
2023/4/16 1:15,,,G
2023/4/16 1:30,,,G
2023/4/16 1:45,,,G
2023/4/16 2:00,,,G
2023/4/16 2:15,,,G
2023/4/16 2:30,,,G
2023/4/16 2:45,,,G
2023/4/16 3:00,,,G
2023/4/16 3:15,,,G
2023/4/16 3:30,,,G
2023/4/16 3:45,,,G
2023/4/16 4:00,,,G
2023/4/16 4:15,,,G
2023/4/16 4:30,,,G
2023/4/16 4:45,,,G
2023/4/16 5:00,,,G
2023/4/16 5:15,,,G
2023/4/16 5:30,,,G
2023/4/16 5:45,,,G
2023/4/16 6:00,,,G
2023/4/16 6:15,,,G
2023/4/16 6:30,,,G
2023/4/16 6:45,,,G
2023/4/16 7:00,,,G
2023/4/16 7:15,,,G
2023/4/16 7:30,,,G
2023/4/16 7:45,,,G
2023/4/16 8:00,,,G
2023/4/16 8:15,,,G
2023/4/16 8:30,,,G
2023/4/16 8:45,,,G
2023/4/16 9:00,,,G
2023/4/16 9:15,,,G
2023/4/16 9:30,,,G
2023/4/16 9:45,,,G
2023/4/16 10:00,,,G
2023/4/16 10:15,,,G
2023/4/16 10:30,,,G
2023/4/16 10:45,,,G
2023/4/16 11:00,,,G
2023/4/16 11:15,,,G
2023/4/16 11:30,,,G
2023/4/16 11:45,,,G
2023/4/16 12:00,,,G
2023/4/16 12:15,,,G
2023/4/16 12:30,,,G
2023/4/16 12:45,,,G
2023/4/16 13:00,,,G
2023/4/16 13:15,,,G
2023/4/16 13:30,,,G
2023/4/16 13:45,,,G
2023/4/16 14:00,,,G
2023/4/16 14:15,,,G
2023/4/16 14:30,,,G
2023/4/16 14:45,,,G
2023/4/16 15:00,,,G
2023/4/16 15:15,,,G
2023/4/16 15:30,,,G
2023/4/16 15:45,,,G
2023/4/16 16:00,,,G
2023/4/16 16:15,,,G
2023/4/16 16:30,,,G
2023/4/16 16:45,,,G
2023/4/16 17:00,,,G
2023/4/16 17:15,,,G
2023/4/16 17:30,,,G
2023/4/16 17:45,,,G
2023/4/16 18:00,,,G
2023/4/16 18:15,,,G
2023/4/16 18:30,,,G
2023/4/16 18:45,,,G
2023/4/16 19:00,,,G
2023/4/16 19:15,,,G
2023/4/16 19:30,,,G
2023/4/16 19:45,,,G
2023/4/16 20:00,,,G
2023/4/16 20:15,,,G
2023/4/16 20:30,,,G
2023/4/16 20:45,,,G
2023/4/16 21:00,,,G
2023/4/16 21:15,,,G
2023/4/16 21:30,,,G
2023/4/16 21:45,,,G
2023/4/16 22:00,,,G
2023/4/16 22:15,,,G
2023/4/16 22:30,,,G
2023/4/16 22:45,,,G
2023/4/16 23:00,,,G
2023/4/16 23:15,,,G
2023/4/16 23:30,,,G
2023/4/16 23:45,,,G
