Time,InNum,OutNum,Station
2023-04-16 19:15:00,1575,2100,A
2023-04-16 19:30:00,957,1638,A
2023-04-16 19:45:00,1246,1083,A
2023-04-16 20:00:00,1023,1911,A
2023-04-16 20:15:00,1060,1827,A
2023-04-16 20:30:00,878,2268,A
2023-04-16 20:45:00,637,1302,A
2023-04-16 21:00:00,756,1847,A
2023-04-16 21:15:00,756,1470,A
2023-04-16 21:30:00,483,1533,A
2023-04-16 21:45:00,630,1176,A
2023-04-16 22:00:00,314,1953,A
2023-04-16 22:15:00,420,804,A
2023-04-16 22:30:00,0,1260,A
2023-04-16 22:45:00,0,1323,A
2023-04-16 23:00:00,42,903,A
2023-04-16 23:15:00,0,504,A
2023-04-16 23:30:00,0,504,A
2023-04-16 23:45:00,0,420,A
2023-04-16 00:00:00,20,21,B
2023-04-16 00:15:00,20,0,B
2023-04-16 00:30:00,0,0,B
2023-04-16 00:45:00,0,42,B
2023-04-16 01:00:00,0,0,B
2023-04-16 01:15:00,0,0,B
2023-04-16 01:30:00,0,0,B
2023-04-16 01:45:00,0,0,B
2023-04-16 02:00:00,0,0,B
2023-04-16 02:15:00,0,0,B
2023-04-16 02:30:00,0,0,B
2023-04-16 02:45:00,0,0,B
2023-04-16 03:00:00,0,0,B
2023-04-16 03:15:00,0,0,B
2023-04-16 03:30:00,0,0,B
2023-04-16 03:45:00,0,0,B
2023-04-16 04:00:00,0,0,B
2023-04-16 04:15:00,0,0,B
2023-04-16 04:30:00,0,0,B
2023-04-16 04:45:00,0,0,B
2023-04-16 05:00:00,0,0,B
2023-04-16 05:15:00,0,0,B
2023-04-16 05:30:00,63,21,B
2023-04-16 05:45:00,609,0,B
2023-04-16 06:00:00,419,63,B
2023-04-16 06:15:00,1323,188,B
2023-04-16 06:30:00,1281,336,B
2023-04-16 06:45:00,2877,546,B
2023-04-16 07:00:00,2499,1575,B
2023-04-16 07:15:00,3255,1512,B
2023-04-16 07:30:00,4557,1848,B
2023-04-16 07:45:00,4179,1596,B
2023-04-16 08:00:00,4956,1575,B
2023-04-16 08:15:00,4347,2352,B
2023-04-16 08:30:00,5082,3171,B
2023-04-16 08:45:00,3864,1197,B
2023-04-16 09:00:00,4977,2499,B
2023-04-16 09:15:00,4410,2709,B
2023-04-16 09:30:00,4473,1995,B
2023-04-16 09:45:00,4788,1869,B
2023-04-16 10:00:00,4094,1722,B
2023-04-16 10:15:00,3717,3087,B
2023-04-16 10:30:00,4137,2730,B
2023-04-16 10:45:00,3486,2646,B
2023-04-16 11:00:00,4032,2667,B
2023-04-16 11:15:00,3465,2100,B
2023-04-16 11:30:00,4179,3360,B
2023-04-16 11:45:00,3360,2457,B
2023-04-16 12:00:00,3717,2373,B
2023-04-16 12:15:00,2940,3108,B
2023-04-16 12:30:00,3213,2037,B
2023-04-16 12:45:00,2856,2604,B
2023-04-16 13:00:00,3486,2058,B
2023-04-16 13:15:00,3276,3171,B
2023-04-16 13:30:00,2919,3255,B
2023-04-16 13:45:00,3360,3192,B
2023-04-16 14:00:00,3045,3402,B
2023-04-16 14:15:00,3822,2415,B
2023-04-16 14:30:00,3528,4326,B
2023-04-16 14:45:00,2898,2709,B
2023-04-16 15:00:00,3779,3066,B
2023-04-16 15:15:00,2856,2835,B
2023-04-16 15:30:00,3129,2436,B
2023-04-16 15:45:00,2982,4094,B
2023-04-16 16:00:00,3528,3255,B
2023-04-16 16:15:00,3297,3801,B
2023-04-16 16:30:00,3318,4746,B
2023-04-16 16:45:00,3066,3087,B
2023-04-16 17:00:00,3108,5229,B
2023-04-16 17:15:00,4578,2478,B
2023-04-16 17:30:00,3822,5166,B
2023-04-16 17:45:00,4368,5439,B
2023-04-16 18:00:00,3989,3360,B
2023-04-16 18:15:00,3779,4473,B
2023-04-16 18:30:00,3087,3297,B
2023-04-16 18:45:00,3150,5418,B
2023-04-16 19:00:00,2814,4599,B
2023-04-16 19:15:00,3087,5334,B
2023-04-16 19:30:00,2289,3759,B
2023-04-16 19:45:00,2730,2898,B
2023-04-16 20:00:00,1890,4914,B
2023-04-16 20:15:00,2163,3255,B
2023-04-16 20:30:00,2016,2940,B
2023-04-16 20:45:00,1701,4956,B
2023-04-16 21:00:00,1596,2331,B
2023-04-16 21:15:00,1974,4074,B
2023-04-16 21:30:00,1533,4200,B
2023-04-16 21:45:00,1512,4011,B
2023-04-16 22:00:00,882,4683,B
2023-04-16 22:15:00,1071,2919,B
2023-04-16 22:30:00,210,1827,B
2023-04-16 22:45:00,105,4872,B
2023-04-16 23:00:00,42,2478,B
2023-04-16 23:15:00,63,2646,B
2023-04-16 23:30:00,42,1239,B
2023-04-16 23:45:00,20,691,B
2023-04-16 00:00:00,0,41,C
2023-04-16 00:15:00,0,0,C
2023-04-16 00:30:00,0,0,C
2023-04-16 00:45:00,0,0,C
2023-04-16 01:00:00,0,0,C
2023-04-16 01:15:00,0,0,C
2023-04-16 01:30:00,0,0,C
2023-04-16 01:45:00,0,0,C
2023-04-16 02:00:00,0,0,C
2023-04-16 02:15:00,0,0,C
2023-04-16 02:30:00,0,0,C
2023-04-16 02:45:00,0,0,C
2023-04-16 03:00:00,0,0,C
2023-04-16 03:15:00,0,0,C
2023-04-16 03:30:00,0,0,C
2023-04-16 03:45:00,0,0,C
2023-04-16 04:00:00,0,0,C
2023-04-16 04:15:00,0,0,C
2023-04-16 04:30:00,0,0,C
2023-04-16 04:45:00,0,0,C
2023-04-16 05:00:00,0,0,C
2023-04-16 05:15:00,0,0,C
2023-04-16 05:30:00,41,0,C
2023-04-16 05:45:00,188,41,C
2023-04-16 06:00:00,399,20,C
2023-04-16 06:15:00,315,62,C
2023-04-16 06:30:00,672,378,C
2023-04-16 06:45:00,756,294,C
2023-04-16 07:00:00,1197,504,C
2023-04-16 07:15:00,1407,1050,C
2023-04-16 07:30:00,1974,1029,C
2023-04-16 07:45:00,2478,1407,C
2023-04-16 08:00:00,3612,2121,C
2023-04-16 08:15:00,4137,2940,C
2023-04-16 08:30:00,2520,4788,C
2023-04-16 08:45:00,2919,2667,C
2023-04-16 09:00:00,2331,2121,C
2023-04-16 09:15:00,2247,2751,C
2023-04-16 09:30:00,1974,4158,C
2023-04-16 09:45:00,1722,4410,C
2023-04-16 10:00:00,2142,2058,C
2023-04-16 10:15:00,1617,1659,C
2023-04-16 10:30:00,1638,1659,C
2023-04-16 10:45:00,1890,1869,C
2023-04-16 11:00:00,1974,1827,C
2023-04-16 11:15:00,1470,2121,C
2023-04-16 11:30:00,1491,2184,C
2023-04-16 11:45:00,1890,1472,C
2023-04-16 12:00:00,2520,1658,C
2023-04-16 12:15:00,1953,1254,C
2023-04-16 12:30:00,2184,1890,C
2023-04-16 12:45:00,2247,1474,C
2023-04-16 13:00:00,1617,1869,C
2023-04-16 13:15:00,2478,1411,C
2023-04-16 13:30:00,2226,1911,C
2023-04-16 13:45:00,2289,1658,C
2023-04-16 14:00:00,2352,1764,C
2023-04-16 14:15:00,2961,2163,C
2023-04-16 14:30:00,2121,1869,C
2023-04-16 14:45:00,2814,2541,C
2023-04-16 15:00:00,2163,2058,C
2023-04-16 15:15:00,2604,2079,C
2023-04-16 15:30:00,2247,1385,C
2023-04-16 15:45:00,2415,1958,C
2023-04-16 16:00:00,2226,1810,C
2023-04-16 16:15:00,2289,1565,C
2023-04-16 16:30:00,2415,2016,C
2023-04-16 16:45:00,2478,1627,C
2023-04-16 17:00:00,2541,2121,C
2023-04-16 17:15:00,2478,2604,C
2023-04-16 17:30:00,3507,2835,C
2023-04-16 17:45:00,2772,3024,C
2023-04-16 18:00:00,3675,2667,C
2023-04-16 18:15:00,5649,2983,C
2023-04-16 18:30:00,4788,3842,C
2023-04-16 18:45:00,4242,3360,C
2023-04-16 19:00:00,4179,3275,C
2023-04-16 19:15:00,3192,2515,C
2023-04-16 19:30:00,2793,2462,C
2023-04-16 19:45:00,2015,2331,C
2023-04-16 20:00:00,2541,2604,C
2023-04-16 20:15:00,1848,1775,C
2023-04-16 20:30:00,2331,1404,C
2023-04-16 20:45:00,2121,2016,C
2023-04-16 21:00:00,2541,2016,C
2023-04-16 21:15:00,2268,1507,C
2023-04-16 21:30:00,2142,2331,C
2023-04-16 21:45:00,2667,1571,C
2023-04-16 22:00:00,1407,1995,C
2023-04-16 22:15:00,1365,2310,C
2023-04-16 22:30:00,1134,1884,C
2023-04-16 22:45:00,609,1764,C
2023-04-16 23:00:00,146,1407,C
2023-04-16 23:15:00,167,1092,C
2023-04-16 23:30:00,62,819,C
2023-04-16 23:45:00,62,192,C
2023-04-16 00:00:00,0,0,D
2023-04-16 00:15:00,21,0,D
2023-04-16 00:30:00,0,0,D
2023-04-16 00:45:00,0,0,D
2023-04-16 01:00:00,0,0,D
2023-04-16 01:15:00,0,0,D
2023-04-16 01:30:00,21,21,D
2023-04-16 01:45:00,21,0,D
2023-04-16 02:00:00,0,0,D
2023-04-16 02:15:00,0,0,D
2023-04-16 02:30:00,0,0,D
2023-04-16 02:45:00,0,0,D
2023-04-16 03:00:00,0,0,D
2023-04-16 03:15:00,0,0,D
2023-04-16 03:30:00,0,0,D
2023-04-16 03:45:00,0,0,D
2023-04-16 04:00:00,0,0,D
2023-04-16 04:15:00,0,0,D
2023-04-16 04:30:00,0,0,D
2023-04-16 04:45:00,0,0,D
2023-04-16 05:00:00,0,0,D
2023-04-16 05:15:00,0,0,D
2023-04-16 05:30:00,0,21,D
2023-04-16 05:45:00,104,0,D
2023-04-16 06:00:00,399,42,D
2023-04-16 06:15:00,546,105,D
2023-04-16 06:30:00,882,125,D
2023-04-16 06:45:00,1071,230,D
2023-04-16 07:00:00,1302,105,D
2023-04-16 07:15:00,1638,609,D
2023-04-16 07:30:00,1806,525,D
2023-04-16 07:45:00,2541,588,D
2023-04-16 08:00:00,3360,1134,D
2023-04-16 08:15:00,3633,1323,D
2023-04-16 08:30:00,3003,2121,D
2023-04-16 08:45:00,3150,1554,D
2023-04-16 09:00:00,2352,1050,D
2023-04-16 09:15:00,2352,1554,D
2023-04-16 09:30:00,2079,1533,D
2023-04-16 09:45:00,2184,1029,D
2023-04-16 10:00:00,1890,945,D
2023-04-16 10:15:00,1470,924,D
2023-04-16 10:30:00,1869,903,D
2023-04-16 10:45:00,1365,861,D
2023-04-16 11:00:00,1344,1596,D
2023-04-16 11:15:00,1386,651,D
2023-04-16 11:30:00,1302,1155,D
2023-04-16 11:45:00,1008,1029,D
2023-04-16 12:00:00,1491,1092,D
2023-04-16 12:15:00,1470,1323,D
2023-04-16 12:30:00,1344,1386,D
2023-04-16 12:45:00,1365,1323,D
2023-04-16 13:00:00,1134,924,D
2023-04-16 13:15:00,1512,1029,D
2023-04-16 13:30:00,1785,1155,D
2023-04-16 13:45:00,1533,1302,D
2023-04-16 14:00:00,1869,819,D
2023-04-16 14:15:00,1449,1176,D
2023-04-16 14:30:00,1575,1092,D
2023-04-16 14:45:00,1344,1365,D
2023-04-16 15:00:00,1302,1239,D
2023-04-16 15:15:00,1491,1197,D
2023-04-16 15:30:00,1218,1386,D
2023-04-16 15:45:00,1617,1575,D
2023-04-16 16:00:00,1239,1827,D
2023-04-16 16:15:00,1134,1260,D
2023-04-16 16:30:00,1449,1113,D
2023-04-16 16:45:00,1953,1428,D
2023-04-16 17:00:00,1869,1596,D
2023-04-16 17:15:00,2184,1995,D
2023-04-16 17:30:00,1491,2037,D
2023-04-16 17:45:00,2184,2331,D
2023-04-16 18:00:00,1638,2646,D
2023-04-16 18:15:00,2226,2394,D
2023-04-16 18:30:00,2310,2667,D
2023-04-16 18:45:00,1596,2646,D
2023-04-16 19:00:00,1701,2898,D
2023-04-16 19:15:00,1806,2226,D
2023-04-16 19:30:00,1428,2226,D
2023-04-16 19:45:00,840,2205,D
2023-04-16 20:00:00,1197,2436,D
2023-04-16 20:15:00,1134,2121,D
2023-04-16 20:30:00,1008,2247,D
2023-04-16 20:45:00,756,1868,D
2023-04-16 21:00:00,483,1974,D
2023-04-16 21:15:00,672,1554,D
2023-04-16 21:30:00,377,2793,D
2023-04-16 21:45:00,777,2436,D
2023-04-16 22:00:00,882,3087,D
2023-04-16 22:15:00,588,1868,D
2023-04-16 22:30:00,293,2394,D
2023-04-16 22:45:00,230,1491,D
2023-04-16 23:00:00,147,966,D
2023-04-16 23:15:00,62,609,D
2023-04-16 23:30:00,83,62,D
2023-04-16 23:45:00,21,0,D
2023-04-16 00:00:00,134,0,E
2023-04-16 00:15:00,0,0,E
2023-04-16 00:30:00,0,0,E
2023-04-16 00:45:00,0,0,E
2023-04-16 01:00:00,0,0,E
2023-04-16 01:15:00,0,21,E
2023-04-16 01:30:00,0,0,E
2023-04-16 01:45:00,0,0,E
2023-04-16 02:00:00,0,0,E
2023-04-16 02:15:00,0,0,E
2023-04-16 02:30:00,0,0,E
2023-04-16 02:45:00,0,0,E
2023-04-16 03:00:00,0,0,E
2023-04-16 03:15:00,0,0,E
2023-04-16 03:30:00,0,0,E
2023-04-16 03:45:00,0,0,E
2023-04-16 04:00:00,0,0,E
2023-04-16 04:15:00,0,0,E
2023-04-16 04:30:00,0,0,E
2023-04-16 04:45:00,0,0,E
2023-04-16 05:00:00,0,0,E
2023-04-16 05:15:00,0,0,E
2023-04-16 05:30:00,21,0,E
2023-04-16 05:45:00,42,0,E
2023-04-16 06:00:00,483,0,E
2023-04-16 06:15:00,777,105,E
2023-04-16 06:30:00,399,315,E
2023-04-16 06:45:00,1050,435,E
2023-04-16 07:00:00,1253,475,E
2023-04-16 07:15:00,1344,554,E
2023-04-16 07:30:00,1915,1334,E
2023-04-16 07:45:00,2415,1324,E
2023-04-16 08:00:00,2667,1791,E
2023-04-16 08:15:00,2667,1176,E
2023-04-16 08:30:00,3128,3486,E
2023-04-16 08:45:00,2081,4284,E
2023-04-16 09:00:00,2425,2849,E
2023-04-16 09:15:00,2054,2014,E
2023-04-16 09:30:00,1701,1239,E
2023-04-16 09:45:00,1701,1911,E
2023-04-16 10:00:00,1582,1533,E
2023-04-16 10:15:00,1659,1520,E
2023-04-16 10:30:00,2226,1433,E
2023-04-16 10:45:00,1413,1071,E
2023-04-16 11:00:00,1638,1519,E
2023-04-16 11:15:00,1563,1470,E
2023-04-16 11:30:00,1470,1109,E
2023-04-16 11:45:00,1806,1060,E
2023-04-16 12:00:00,1911,861,E
2023-04-16 12:15:00,1512,1365,E
2023-04-16 12:30:00,1533,1031,E
2023-04-16 12:45:00,1383,1933,E
2023-04-16 13:00:00,1552,1525,E
2023-04-16 13:15:00,1975,1482,E
2023-04-16 13:30:00,2016,1539,E
2023-04-16 13:45:00,1596,1365,E
2023-04-16 14:00:00,2247,2058,E
2023-04-16 14:15:00,1712,2751,E
2023-04-16 14:30:00,1324,1484,E
2023-04-16 14:45:00,1260,2473,E
2023-04-16 15:00:00,1092,1533,E
2023-04-16 15:15:00,2184,2205,E
2023-04-16 15:30:00,1932,1932,E
2023-04-16 15:45:00,1638,1554,E
2023-04-16 16:00:00,1407,1683,E
2023-04-16 16:15:00,2940,1764,E
2023-04-16 16:30:00,2709,1449,E
2023-04-16 16:45:00,1932,924,E
2023-04-16 17:00:00,2646,1533,E
2023-04-16 17:15:00,2709,2058,E
2023-04-16 17:30:00,2037,1680,E
2023-04-16 17:45:00,2415,1806,E
2023-04-16 18:00:00,3297,1470,E
2023-04-16 18:15:00,2814,2373,E
2023-04-16 18:30:00,2835,2583,E
2023-04-16 18:45:00,2394,2205,E
2023-04-16 19:00:00,2415,2457,E
2023-04-16 19:15:00,1911,1659,E
2023-04-16 19:30:00,1347,2730,E
2023-04-16 19:45:00,979,1303,E
2023-04-16 20:00:00,1155,1554,E
2023-04-16 20:15:00,1155,1365,E
2023-04-16 20:30:00,1071,1785,E
2023-04-16 20:45:00,1224,1077,E
2023-04-16 21:00:00,1134,1506,E
2023-04-16 21:15:00,1535,1568,E
2023-04-16 21:30:00,1128,1545,E
2023-04-16 21:45:00,837,1956,E
2023-04-16 22:00:00,744,1156,E
2023-04-16 22:15:00,1050,2184,E
2023-04-16 22:30:00,693,1491,E
2023-04-16 22:45:00,609,1302,E
2023-04-16 23:00:00,314,1008,E
2023-04-16 23:15:00,0,252,E
2023-04-16 23:30:00,0,0,E
2023-04-16 23:45:00,42,0,E
2023-04-16 00:00:00,0,20,F
2023-04-16 00:15:00,0,0,F
2023-04-16 00:30:00,0,0,F
2023-04-16 00:45:00,0,0,F
2023-04-16 01:00:00,0,0,F
2023-04-16 01:15:00,0,0,F
2023-04-16 01:30:00,0,0,F
2023-04-16 01:45:00,0,0,F
2023-04-16 02:00:00,0,0,F
2023-04-16 02:15:00,0,0,F
2023-04-16 02:30:00,0,0,F
2023-04-16 02:45:00,0,0,F
2023-04-16 03:00:00,0,0,F
2023-04-16 03:15:00,0,0,F
2023-04-16 03:30:00,0,0,F
2023-04-16 03:45:00,0,0,F
2023-04-16 04:00:00,0,0,F
2023-04-16 04:15:00,0,0,F
2023-04-16 04:30:00,0,0,F
2023-04-16 04:45:00,0,0,F
2023-04-16 05:00:00,0,0,F
2023-04-16 05:15:00,0,0,F
2023-04-16 05:30:00,83,20,F
2023-04-16 05:45:00,63,20,F
2023-04-16 06:00:00,378,62,F
2023-04-16 06:15:00,315,125,F
2023-04-16 06:30:00,231,462,F
2023-04-16 06:45:00,168,734,F
2023-04-16 07:00:00,441,693,F
2023-04-16 07:15:00,672,1932,F
2023-04-16 07:30:00,966,1743,F
2023-04-16 07:45:00,483,3171,F
2023-04-16 08:00:00,861,2205,F
2023-04-16 08:15:00,1113,3339,F
2023-04-16 08:30:00,1239,4452,F
2023-04-16 08:45:00,1176,5439,F
2023-04-16 09:00:00,1575,3423,F
2023-04-16 09:15:00,1365,3465,F
2023-04-16 09:30:00,1302,3906,F
2023-04-16 09:45:00,2226,3129,F
2023-04-16 10:00:00,3066,1533,F
2023-04-16 10:15:00,2226,1659,F
2023-04-16 10:30:00,2373,1365,F
2023-04-16 10:45:00,1197,1533,F
2023-04-16 11:00:00,1617,1050,F
2023-04-16 11:15:00,1407,1008,F
2023-04-16 11:30:00,1575,861,F
2023-04-16 11:45:00,1134,840,F
2023-04-16 12:00:00,1092,567,F
2023-04-16 12:15:00,1218,672,F
2023-04-16 12:30:00,1007,1134,F
2023-04-16 12:45:00,798,798,F
2023-04-16 13:00:00,966,861,F
2023-04-16 13:15:00,987,1134,F
2023-04-16 13:30:00,714,1323,F
2023-04-16 13:45:00,650,1491,F
2023-04-16 14:00:00,1449,1407,F
2023-04-16 14:15:00,1848,1323,F
2023-04-16 14:30:00,966,1134,F
2023-04-16 14:45:00,1386,1113,F
2023-04-16 15:00:00,1007,1092,F
2023-04-16 15:15:00,1281,1008,F
2023-04-16 15:30:00,1239,525,F
2023-04-16 15:45:00,881,945,F
2023-04-16 16:00:00,1554,1008,F
2023-04-16 16:15:00,1302,1197,F
2023-04-16 16:30:00,1407,1071,F
2023-04-16 16:45:00,1512,1113,F
2023-04-16 17:00:00,1764,1071,F
2023-04-16 17:15:00,2646,966,F
2023-04-16 17:30:00,2751,1176,F
2023-04-16 17:45:00,3528,1239,F
2023-04-16 18:00:00,5292,1344,F
2023-04-16 18:15:00,5271,1302,F
2023-04-16 18:30:00,5040,1365,F
2023-04-16 18:45:00,5292,1113,F
2023-04-16 19:00:00,4515,1302,F
2023-04-16 19:15:00,4809,1029,F
2023-04-16 19:30:00,3234,1029,F
2023-04-16 19:45:00,1617,798,F
2023-04-16 20:00:00,1701,966,F
2023-04-16 20:15:00,2100,903,F
2023-04-16 20:30:00,1386,881,F
2023-04-16 20:45:00,819,672,F
2023-04-16 21:00:00,1659,734,F
2023-04-16 21:15:00,881,483,F
2023-04-16 21:30:00,1050,903,F
2023-04-16 21:45:00,1155,756,F
2023-04-16 22:00:00,1176,777,F
2023-04-16 22:15:00,1197,609,F
2023-04-16 22:30:00,881,399,F
2023-04-16 22:45:00,798,756,F
2023-04-16 23:00:00,420,672,F
2023-04-16 23:15:00,63,336,F
2023-04-16 23:30:00,42,252,F
2023-04-16 23:45:00,21,168,F
2023-04-16 00:00:00,0,0,G
2023-04-16 00:15:00,0,0,G
2023-04-16 00:30:00,0,0,G
2023-04-16 00:45:00,0,0,G
2023-04-16 01:00:00,0,0,G
2023-04-16 01:15:00,0,0,G
2023-04-16 01:30:00,0,0,G
2023-04-16 01:45:00,0,0,G
2023-04-16 02:00:00,0,0,G
2023-04-16 02:15:00,0,0,G
2023-04-16 02:30:00,0,0,G
2023-04-16 02:45:00,0,0,G
2023-04-16 03:00:00,0,0,G
2023-04-16 03:15:00,0,0,G
2023-04-16 03:30:00,0,0,G
2023-04-16 03:45:00,0,0,G
2023-04-16 04:00:00,0,0,G
2023-04-16 04:15:00,0,0,G
2023-04-16 04:30:00,0,0,G
2023-04-16 04:45:00,0,0,G
2023-04-16 05:00:00,0,0,G
2023-04-16 05:15:00,0,0,G
2023-04-16 05:30:00,0,0,G
2023-04-16 05:45:00,83,0,G
2023-04-16 06:00:00,252,0,G
2023-04-16 06:15:00,336,126,G
2023-04-16 06:30:00,483,399,G
2023-04-16 06:45:00,420,588,G
2023-04-16 07:00:00,651,483,G
2023-04-16 07:15:00,903,1197,G
2023-04-16 07:30:00,945,1911,G
2023-04-16 07:45:00,945,1680,G
2023-04-16 08:00:00,1407,4620,G
2023-04-16 08:15:00,1953,4725,G
2023-04-16 08:30:00,1890,6174,G
2023-04-16 08:45:00,1302,7707,G
2023-04-16 09:00:00,1386,4998,G
2023-04-16 09:15:00,1869,4515,G
2023-04-16 09:30:00,1911,3654,G
2023-04-16 09:45:00,1764,6657,G
2023-04-16 10:00:00,1848,4305,G
2023-04-16 10:15:00,1722,2625,G
2023-04-16 10:30:00,1848,3045,G
2023-04-16 10:45:00,1785,2520,G
2023-04-16 11:00:00,1512,4452,G
2023-04-16 11:15:00,1533,3297,G
2023-04-16 11:30:00,2079,2835,G
2023-04-16 11:45:00,1554,3633,G
2023-04-16 12:00:00,1680,2415,G
2023-04-16 12:15:00,2373,3822,G
2023-04-16 12:30:00,2163,2646,G
2023-04-16 12:45:00,1764,2310,G
2023-04-16 13:00:00,2436,3108,G
2023-04-16 13:15:00,2436,2226,G
2023-04-16 13:30:00,1911,3339,G
2023-04-16 13:45:00,2289,2373,G
2023-04-16 14:00:00,2289,3738,G
2023-04-16 14:15:00,2730,3654,G
2023-04-16 14:30:00,2205,3003,G
2023-04-16 14:45:00,2562,3108,G
2023-04-16 15:00:00,2541,3150,G
2023-04-16 15:15:00,2625,4368,G
2023-04-16 15:30:00,2898,3297,G
2023-04-16 15:45:00,2961,3381,G
2023-04-16 16:00:00,3507,3171,G
2023-04-16 16:15:00,3339,2394,G
2023-04-16 16:30:00,3633,3738,G
2023-04-16 16:45:00,3234,2667,G
2023-04-16 17:00:00,4410,2793,G
2023-04-16 17:15:00,4704,4410,G
2023-04-16 17:30:00,3339,3192,G
2023-04-16 17:45:00,4998,2751,G
2023-04-16 18:00:00,5082,3717,G
2023-04-16 18:15:00,6153,5502,G
2023-04-16 18:30:00,5229,4935,G
2023-04-16 18:45:00,4473,3759,G
2023-04-16 19:00:00,4116,2898,G
2023-04-16 19:15:00,3843,2877,G
2023-04-16 19:30:00,3465,3591,G
2023-04-16 19:45:00,3570,1743,G
2023-04-16 20:00:00,3717,1491,G
2023-04-16 20:15:00,4305,1995,G
2023-04-16 20:30:00,3843,1533,G
2023-04-16 20:45:00,3507,1470,G
2023-04-16 21:00:00,3297,1407,G
2023-04-16 21:15:00,4641,1302,G
2023-04-16 21:30:00,3864,1428,G
2023-04-16 21:45:00,4032,1512,G
2023-04-16 22:00:00,3885,1302,G
2023-04-16 22:15:00,4200,735,G
2023-04-16 22:30:00,2751,1134,G
2023-04-16 22:45:00,2814,1155,G
2023-04-16 23:00:00,1491,819,G
2023-04-16 23:15:00,63,63,G
2023-04-16 23:30:00,20,0,G
2023-04-16 23:45:00,0,0,G
